1000,0.432632603
2000,1.329464955
3000,2.523322471
4000,4.4481216
5000,6.89587431
6000,9.954651847
7000,13.88810993
8000,17.68425567
9000,22.53606068
10000,32.60215105
20000,113.9480218
30000,258.694224
40000,891.7727308
